,ImageName,Lat,Long
0,Pittsburgh0000.png,40.5010370003,-80.0955089996
1,Pittsburgh0001.png,40.5010370003,-80.0921089996
2,Pittsburgh0002.png,40.5010370003,-80.0887089996
3,Pittsburgh0003.png,40.5010370003,-80.0853089996
4,Pittsburgh0004.png,40.5010370003,-80.0819089996
5,Pittsburgh0005.png,40.5010370003,-80.0785089996
6,Pittsburgh0006.png,40.5010370003,-80.0751089996
7,Pittsburgh0007.png,40.5010370003,-80.0717089996
8,Pittsburgh0008.png,40.5010370003,-80.0683089996
9,Pittsburgh0009.png,40.5010370003,-80.0649089996
10,Pittsburgh0010.png,40.5010370003,-80.0615089996
11,Pittsburgh0011.png,40.5010370003,-80.0581089996
12,Pittsburgh0012.png,40.5010370003,-80.0547089996
13,Pittsburgh0013.png,40.5010370003,-80.0513089996
14,Pittsburgh0014.png,40.5010370003,-80.0479089996
15,Pittsburgh0015.png,40.5010370003,-80.0445089996
16,Pittsburgh0016.png,40.5010370003,-80.0411089996
17,Pittsburgh0017.png,40.5010370003,-80.0377089996
18,Pittsburgh0018.png,40.5010370003,-80.0343089996
19,Pittsburgh0019.png,40.5010370003,-80.0309089996
20,Pittsburgh0020.png,40.5010370003,-80.0275089996
21,Pittsburgh0021.png,40.5010370003,-80.0241089996
22,Pittsburgh0022.png,40.5010370003,-80.0207089996
23,Pittsburgh0023.png,40.5010370003,-80.0173089996
24,Pittsburgh0024.png,40.5010370003,-80.0139089996
25,Pittsburgh0025.png,40.5010370003,-80.0105089996
26,Pittsburgh0026.png,40.5010370003,-80.0071089996
27,Pittsburgh0027.png,40.5010370003,-80.0037089996
28,Pittsburgh0028.png,40.5010370003,-80.0003089996
29,Pittsburgh0029.png,40.5010370003,-79.9969089996
30,Pittsburgh0030.png,40.5010370003,-79.9935089996
31,Pittsburgh0031.png,40.5010370003,-79.9901089996
32,Pittsburgh0032.png,40.5010370003,-79.9867089996
33,Pittsburgh0033.png,40.5010370003,-79.9833089996
34,Pittsburgh0034.png,40.5010370003,-79.9799089996
35,Pittsburgh0035.png,40.5010370003,-79.9765089996
36,Pittsburgh0036.png,40.5010370003,-79.9731089996
37,Pittsburgh0037.png,40.5010370003,-79.9697089996
38,Pittsburgh0038.png,40.5010370003,-79.9663089996
39,Pittsburgh0039.png,40.5010370003,-79.9629089996
40,Pittsburgh0040.png,40.5010370003,-79.9595089996
41,Pittsburgh0041.png,40.5010370003,-79.9561089996
42,Pittsburgh0042.png,40.5010370003,-79.9527089996
43,Pittsburgh0043.png,40.5010370003,-79.9493089996
44,Pittsburgh0044.png,40.5010370003,-79.9459089996
45,Pittsburgh0045.png,40.5010370003,-79.9425089996
46,Pittsburgh0046.png,40.5010370003,-79.9391089996
47,Pittsburgh0047.png,40.5010370003,-79.9357089996
48,Pittsburgh0048.png,40.5010370003,-79.9323089996
49,Pittsburgh0049.png,40.5010370003,-79.9289089996
50,Pittsburgh0050.png,40.5010370003,-79.9255089996
51,Pittsburgh0051.png,40.5010370003,-79.9221089996
52,Pittsburgh0052.png,40.5010370003,-79.9187089996
53,Pittsburgh0053.png,40.5010370003,-79.9153089996
54,Pittsburgh0054.png,40.5010370003,-79.9119089996
55,Pittsburgh0055.png,40.5010370003,-79.9085089996
56,Pittsburgh0056.png,40.5010370003,-79.9051089996
